specimen_id,group_id,thickness_mm,hole_diameter_mm,angle_deg,elastic_modulus_mpa,friction_coef,temperature_c,insertion_speed_mm_s,material_family,data_source,design_revision,measured_at,retention_pass,post_retention_force_n
000361,FAM-024,3.47689,5.3262,24.0232,2514.02,0.404252,28.102,13.5687,POM,test,R2,2024-12-01T08:00:00+00:00,1,48.4438
000362,FAM-032,2.7801,6.9316,16.64,2967.45,0.273445,1.52772,7.30724,PA66,cae,R3,2024-04-28T09:00:00+00:00,1,25.3245
000363,FAM-013,2.13631,7.26813,39.1723,2641.67,0.198368,54.9291,44.6745,PA66,test,R3,2024-04-04T02:00:00+00:00,0,14.2647
000364,FAM-038,2.36652,8.04289,37.7525,2630.11,0.296719,5.30704,6.07993,PA66,cae,R2,2024-01-28T09:00:00+00:00,0,17.035
000365,FAM-037,2.12176,8.04119,40.3422,2485.67,0.181312,72.9002,17.4777,POM,test,R2,2025-01-08T04:00:00+00:00,0,12.5572
000366,FAM-012,3.2139,6.94559,22.9665,2464.81,0.284829,39.8642,28.1897,POM,cae,R2,2024-02-19T00:00:00+00:00,0,24.1419
000367,FAM-013,2.17849,7.58502,34.4026,2740.27,0.33214,-24.5204,43.0241,PA66,test,R3,2024-03-26T06:00:00+00:00,0,15.559
000368,FAM-009,2.44451,6.21046,35.3651,1291.36,0.437586,-2.62973,27.0769,PP,cae,R3,2024-12-02T01:00:00+00:00,0,19.2015
000369,FAM-027,1.66962,7.08128,21.4932,2609.65,0.302771,23.0446,7.20137,POM,cae,R2,2024-05-28T05:00:00+00:00,0,12.3328
000370,FAM-040,2.08337,6.75913,44.794,2985.63,0.177003,8.28745,34.9608,PA66,test,R2,2024-05-03T01:00:00+00:00,0,20.7017
000371,FAM-031,2.1267,5.33801,22.1113,1323.67,0.197728,39.4801,45.3416,PP,test,R1,2024-05-16T09:00:00+00:00,0,13.0815
000372,FAM-009,2.11314,6.26347,37.2815,1357.67,0.152115,44.6196,7.32037,PP,test,R3,2024-11-30T09:00:00+00:00,0,11.857
000373,FAM-004,3.01619,5.33495,33.3289,2852.04,0.242664,51.4417,22.859,POM,test,R3,2024-10-31T16:00:00+00:00,1,38.4118
000374,FAM-009,2.3618,6.19832,36.9958,1419.49,0.292204,52.7361,31.8048,PP,cae,R3,2024-12-03T15:00:00+00:00,0,17.3098
000375,FAM-006,1.98534,5.14214,28.3525,1396.25,0.255365,16.2037,21.8465,PP,test,R3,2024-07-06T04:00:00+00:00,0,18.4734
000376,FAM-027,1.62147,7.00212,19.2697,2554.97,0.371413,63.2695,37.2011,POM,test,R2,2024-06-08T16:00:00+00:00,0,10.7773
000377,FAM-032,2.60215,6.95259,23.2146,2787.65,0.19271,-6.29018,16.6144,PA66,test,R3,2024-05-07T10:00:00+00:00,1,24.4103
000378,FAM-005,2.72292,7.43927,37.5916,3038.17,0.303482,48.8678,22.14,PA66,cae,R3,2024-01-28T00:00:00+00:00,0,23.6091
000379,FAM-001,3.06476,6.58177,25.7394,2436.96,0.392896,-19.0393,44.2347,POM,test,R2,2024-09-29T08:00:00+00:00,1,34.3601
000380,FAM-016,1.61697,8.07618,46.3453,2645.75,0.282473,60.0833,25.0998,POM,cae,R1,2024-06-22T02:00:00+00:00,0,11.6875
000381,FAM-032,2.48913,7.0832,24.8814,2926.1,0.299373,-4.28473,22.8109,PA66,test,R3,2024-04-22T20:00:00+00:00,1,24.0356
000382,FAM-006,1.87836,5.3525,28.9063,1456.16,0.436619,4.02311,47.3867,PP,cae,R3,2024-07-08T16:00:00+00:00,0,21.416
000383,FAM-011,3.45438,6.29459,42.2879,2424.74,0.286762,30.3279,23.8245,POM,cae,R3,2024-01-23T15:00:00+00:00,1,36.6108
000384,FAM-007,3.12414,7.1383,31.8836,2929.23,0.30229,-3.92693,21.8346,PA66,test,R2,2024-05-13T13:00:00+00:00,1,30.4425
000385,FAM-033,1.5961,8.41903,27.0051,3059.15,0.447873,32.6315,11.0216,PA66,test,R2,2024-05-06T09:00:00+00:00,0,11.8919
000386,FAM-035,2.59199,7.55323,39.1261,2795.42,0.272317,-12.2239,33.7627,PA66,test,R1,2024-12-04T13:00:00+00:00,1,22.5822
000387,FAM-017,2.33014,6.79179,33.3347,2741.59,0.262974,-27.2118,32.493,PA66,test,R1,2024-05-07T12:00:00+00:00,0,23.9691
000388,FAM-001,2.80719,6.8117,29.0943,2853.15,0.262483,43.6483,35.2528,POM,test,R2,2024-09-22T04:00:00+00:00,1,25.4767
000389,FAM-004,2.87807,5.3437,37.6162,2730.06,0.263667,-6.36906,49.2726,POM,test,R3,2024-10-26T21:00:00+00:00,1,43.0543
000390,FAM-022,3.80041,6.32265,43.7514,1479.83,0.364491,-29.0218,44.2249,PP,cae,R2,2024-04-12T18:00:00+00:00,1,32.4341
000391,FAM-008,1.97473,8.82478,33.366,1303.43,0.168337,39.2677,16.4003,PP,test,R2,2024-10-01T01:00:00+00:00,0,6.20158
000392,FAM-011,3.33772,6.34082,43.4953,2447.35,0.254131,24.8956,48.7009,POM,cae,R3,2024-01-10T06:00:00+00:00,1,35.8882
000393,FAM-037,2.23456,8.15987,42.1812,2799.08,0.199226,-1.04947,25.5354,POM,cae,R2,2024-12-27T00:00:00+00:00,0,17.3276
000394,FAM-030,2.19861,7.02688,30.7596,2705.57,0.159752,47.6102,37.5956,PA66,cae,R1,2024-04-24T22:00:00+00:00,0,17.3348
000395,FAM-005,2.79705,6.7962,43.2456,2748.1,0.449967,-2.52455,17.8879,PA66,test,R3,2024-01-29T13:00:00+00:00,1,35.3495
000396,FAM-029,1.76428,8.29786,45.4934,2414.79,0.440238,-22.3241,25.3395,POM,test,R2,2024-04-15T20:00:00+00:00,0,16.022
000397,FAM-019,3.27444,8.16437,39.3704,1371.22,0.215656,42.4112,49.0217,PP,test,R1,2024-12-15T07:00:00+00:00,0,12.6425
000398,FAM-029,1.63461,7.99681,41.9942,2537.87,0.309314,2.08163,40.7455,POM,test,R2,2024-04-10T11:00:00+00:00,0,14.8336
000399,FAM-009,1.98855,5.8454,35.2603,1265.81,0.381494,-18.6255,35.9776,PP,test,R3,2024-11-28T17:00:00+00:00,0,13.1645
000400,FAM-018,3.45833,7.44064,23.591,2617.66,0.34268,-12.276,45.2258,POM,cae,R1,2024-10-16T09:00:00+00:00,1,33.5136
000401,FAM-036,1.57965,7.57695,39.1023,1522.45,0.239745,13.7306,15.2261,PP,cae,R1,2024-09-18T09:00:00+00:00,0,6.06199
000402,FAM-026,1.32991,7.31511,21.0462,2541.52,0.444988,-16.9792,8.51319,POM,cae,R2,2024-02-24T10:00:00+00:00,0,7.30796
000403,FAM-036,1.75949,7.75004,38.939,1419.07,0.253479,18.6636,17.9012,PP,test,R1,2024-09-19T13:00:00+00:00,0,6.21157
000404,FAM-021,2.48824,8.50258,28.0045,2673.07,0.280884,61.7928,36.7231,POM,cae,R2,2024-04-28T00:00:00+00:00,0,14.7374
000405,FAM-037,2.25375,8.46677,42.2282,2467.54,0.266295,9.79268,44.1505,POM,test,R2,2025-01-01T12:00:00+00:00,0,13.3516
000406,FAM-038,2.66631,7.6306,41.5436,2523.18,0.384677,2.14997,15.7235,PA66,test,R2,2024-01-31T11:00:00+00:00,0,21.1561
000407,FAM-040,2.30593,6.6314,43.2218,2977.61,0.361249,-24.4164,26.5934,PA66,test,R2,2024-05-09T10:00:00+00:00,1,29.6774
000408,FAM-024,3.14187,5.46355,24.4045,2724.57,0.31911,33.7556,37.2478,POM,test,R2,2024-12-01T12:00:00+00:00,1,37.8586
000409,FAM-023,2.80098,5.85729,42.5062,2876.59,0.224227,-2.99142,29.7486,PA66,test,R1,2024-05-07T01:00:00+00:00,1,37.6032
000410,FAM-037,2.27264,8.25211,41.4834,2818.53,0.322893,62.3302,45.1535,POM,test,R2,2024-12-30T16:00:00+00:00,0,14.5594
000411,FAM-012,3.12169,6.85639,23.5062,2736.36,0.439873,75.4936,48.1449,POM,test,R2,2024-01-31T21:00:00+00:00,1,24.3666
000412,FAM-001,3.08549,6.78977,30.2948,2500.96,0.390625,-27.9394,5.36411,POM,cae,R2,2024-09-22T12:00:00+00:00,1,33.9293
000413,FAM-017,1.99403,7.20688,35.964,2659.52,0.435495,48.849,34.9032,PA66,test,R1,2024-04-30T23:00:00+00:00,0,17.4661
000414,FAM-010,2.55178,5.29333,24.2938,2637.15,0.190741,34.8454,18.2504,POM,test,R3,2024-02-17T03:00:00+00:00,1,31.6872
000415,FAM-010,2.50566,5.38528,25.2322,2342.86,0.438949,-7.34944,27.7064,POM,test,R3,2024-03-03T16:00:00+00:00,1,37.0507
000416,FAM-011,3.25821,6.46312,42.865,2461.2,0.151167,-4.29988,26.5501,POM,test,R3,2024-01-13T06:00:00+00:00,1,31.7808
000417,FAM-006,1.87561,5.421,32.7046,1283.33,0.174751,-2.08391,11.0704,PP,test,R3,2024-07-06T23:00:00+00:00,0,14.3008
000418,FAM-001,2.89471,6.59403,30.0467,2717.11,0.213749,60.3077,7.25309,POM,cae,R2,2024-09-16T00:00:00+00:00,1,23.5307
000419,FAM-017,2.27362,7.07806,35.0554,3049.35,0.388189,18.1921,5.89455,PA66,cae,R1,2024-05-02T18:00:00+00:00,1,21.5339
000420,FAM-019,3.07022,7.79297,38.4038,1323.94,0.447234,-20.283,22.506,PP,cae,R1,2024-12-16T08:00:00+00:00,1,21.8795
000421,FAM-025,3.39757,6.60401,33.3143,1460.13,0.416367,39.5961,39.9758,PP,test,R1,2024-05-19T10:00:00+00:00,1,25.2758
000422,FAM-010,2.20934,5.39492,17.7252,2489.04,0.335789,-17.2736,39.1472,POM,test,R3,2024-02-28T19:00:00+00:00,1,30.0469
000423,FAM-007,3.19552,6.90626,28.7176,2624.05,0.335057,70.1836,43.0875,PA66,cae,R2,2024-05-22T11:00:00+00:00,1,27.0105
000424,FAM-024,3.51854,5.13679,23.6136,2516.8,0.219735,17.5008,28.5534,POM,cae,R2,2024-12-06T16:00:00+00:00,1,46.3771
000425,FAM-027,1.71871,7.20228,22.9664,2353.36,0.358854,-25.1016,35.5528,POM,test,R2,2024-06-03T17:00:00+00:00,0,15.5905
000426,FAM-018,3.20937,7.14622,19.9295,2746.17,0.373972,9.78302,12.6747,POM,test,R1,2024-10-27T03:00:00+00:00,1,31.4598
000427,FAM-018,3.37661,7.21356,23.0541,2664.08,0.308192,54.1688,25.6376,POM,test,R1,2024-10-20T11:00:00+00:00,1,29.5361
000428,FAM-006,1.94746,5.68446,29.7804,1416.94,0.268303,49.8027,33.1195,PP,test,R3,2024-06-30T20:00:00+00:00,0,10.3545
000429,FAM-029,1.82273,8.41811,40.8462,2775.57,0.255211,32.8128,29.7291,POM,test,R2,2024-04-06T01:00:00+00:00,0,10.5564
000430,FAM-023,2.4135,5.35245,43.4336,2711.9,0.210346,33.7997,12.0195,PA66,test,R1,2024-05-11T02:00:00+00:00,1,29.3747
000431,FAM-018,3.50852,7.37927,25.5396,2752.28,0.36175,0.0535754,44.0022,POM,test,R1,2024-10-16T09:00:00+00:00,1,36.6978
000432,FAM-007,2.96052,7.17349,31.1086,2935.98,0.326538,-26.5152,26.7233,PA66,test,R2,2024-05-28T05:00:00+00:00,1,33.9424
000433,FAM-032,2.74777,6.8969,25.4615,2819.63,0.447235,-6.32223,46.0517,PA66,test,R3,2024-04-23T12:00:00+00:00,1,31.3341
000434,FAM-022,3.47238,6.25529,44.656,1398.7,0.242209,77.9252,33.3208,PP,test,R2,2024-04-11T07:00:00+00:00,1,21.0609
000435,FAM-013,1.90256,7.26039,35.9139,2832.85,0.259847,61.0315,27.6739,PA66,cae,R3,2024-04-06T15:00:00+00:00,0,11.484
000436,FAM-029,1.75088,8.39004,43.1385,2683.22,0.34726,61.5339,25.8614,POM,test,R2,2024-04-07T06:00:00+00:00,0,14.3927
000437,FAM-026,1.49298,7.31234,21.7183,2367.56,0.169924,19.4737,22.299,POM,cae,R2,2024-02-18T22:00:00+00:00,0,4.9957
000438,FAM-006,1.976,5.27322,28.023,1325.06,0.339982,36.9985,42.096,PP,test,R3,2024-06-27T04:00:00+00:00,0,18.2168
000439,FAM-013,1.93242,7.24181,37.2686,3000.95,0.435416,7.45264,33.1817,PA66,test,R3,2024-03-21T15:00:00+00:00,0,21.4231
000440,FAM-023,2.61573,6.07127,47.74,2918.12,0.437347,58.5103,40.7165,PA66,cae,R1,2024-05-10T04:00:00+00:00,1,32.4549
000441,FAM-031,2.02549,5.00587,21.9629,1520.24,0.203872,8.83165,34.4303,PP,test,R1,2024-05-10T21:00:00+00:00,0,14.6302
000442,FAM-016,1.23644,8.30633,42.5335,2834.81,0.217913,-13.4021,13.9312,POM,test,R1,2024-06-25T16:00:00+00:00,0,10.104
000443,FAM-008,2.09454,7.78893,35.9119,1279.35,0.347129,-1.25808,8.35719,PP,cae,R2,2024-10-01T22:00:00+00:00,0,7.88795
000444,FAM-001,3.08468,6.70382,24.3931,2397.98,0.366825,48.4865,9.7671,POM,test,R2,2024-09-12T23:00:00+00:00,1,25.2819
000445,FAM-011,3.3463,6.06067,43.9445,2610.49,0.430747,12.4518,25.7603,POM,test,R3,2024-01-15T13:00:00+00:00,1,50.5543
000446,FAM-034,2.46475,8.60006,31.7067,2838.28,0.421395,73.042,33.3646,PA66,cae,R2,2024-02-04T05:00:00+00:00,0,17.3646
000447,FAM-008,1.9655,8.25258,40.6363,1351.83,0.351058,42.02,34.4001,PP,test,R2,2024-10-13T09:00:00+00:00,0,7.96884
000448,FAM-027,1.36455,7.64307,25.4664,2711.52,0.324374,59.9939,15.0333,POM,test,R2,2024-06-14T02:00:00+00:00,0,7.65462
000449,FAM-017,1.97052,7.13576,36.8114,2856.06,0.411011,61.0794,11.0722,PA66,cae,R1,2024-04-21T22:00:00+00:00,0,16.5244
000450,FAM-015,2.58467,4.85945,22.4692,2621.62,0.445079,53.0591,36.7794,PA66,test,R3,2024-05-14T19:00:00+00:00,1,38.1737
000451,FAM-031,2.42854,5.74086,26.8513,1310.9,0.328139,56.6959,8.29841,PP,cae,R1,2024-05-14T00:00:00+00:00,0,15.0902
000452,FAM-014,2.0554,5.72522,25.0592,1479.68,0.30919,-5.77355,22.7911,PP,cae,R1,2024-11-25T08:00:00+00:00,0,19.2161
000453,FAM-022,3.2641,6.33976,41.1234,1523.68,0.402296,-8.53807,19.6647,PP,cae,R2,2024-03-29T04:00:00+00:00,1,27.7622
000454,FAM-032,2.72088,6.82029,19.5165,2926.61,0.201475,2.85394,42.0066,PA66,test,R3,2024-04-26T20:00:00+00:00,0,22.7657
000455,FAM-025,3.35492,6.52812,35.1646,1342.46,0.329086,-26.5883,9.14235,PP,cae,R1,2024-05-29T05:00:00+00:00,1,25.5495
000456,FAM-014,2.09938,5.6781,28.9686,1262.14,0.208949,-25.4758,27.6761,PP,test,R1,2024-11-13T14:00:00+00:00,0,18.3335
000457,FAM-009,2.34119,6.39792,38.785,1421.64,0.364259,25.3282,19.0821,PP,test,R3,2024-12-09T16:00:00+00:00,0,16.8699
000458,FAM-036,1.62148,7.45479,38.6402,1418.68,0.211356,17.0542,29.8481,PP,test,R1,2024-09-11T12:00:00+00:00,0,8.63203
000459,FAM-024,3.47451,5.09322,22.9159,2710.25,0.308007,62.5261,18.0717,POM,cae,R2,2024-12-10T23:00:00+00:00,1,45.7391
000460,FAM-022,3.3805,6.00592,40.0314,1403.58,0.449175,12.8682,15.1348,PP,test,R2,2024-04-06T06:00:00+00:00,1,28.8835
000461,FAM-003,1.8013,7.51532,40.2356,1534.29,0.35816,25.7461,37.2046,PP,test,R2,2024-11-23T03:00:00+00:00,0,9.74288
000462,FAM-020,2.73916,8.15203,36.5634,1306.53,0.185031,63.2381,42.2269,PP,test,R1,2024-02-16T20:00:00+00:00,0,5.82801
000463,FAM-034,2.41348,8.59221,33.8407,2888.48,0.206907,-14.047,9.98363,PA66,test,R2,2024-01-28T09:00:00+00:00,0,18.2339
000464,FAM-010,2.20798,5.39958,19.713,2420.77,0.447697,43.7562,44.9716,POM,cae,R3,2024-02-18T20:00:00+00:00,1,26.4845
000465,FAM-025,3.34798,6.47432,38.344,1262.71,0.421169,25.2643,26.862,PP,cae,R1,2024-05-24T20:00:00+00:00,1,23.9997
000466,FAM-001,2.96306,6.76533,25.5673,2833.14,0.332252,9.0364,6.13367,POM,test,R2,2024-09-22T15:00:00+00:00,1,32.1017
000467,FAM-025,3.61567,6.65121,35.7299,1328.4,0.25807,37.5612,18.3623,PP,test,R1,2024-05-29T04:00:00+00:00,1,24.7408
000468,FAM-029,1.58277,8.21851,44.551,2382.45,0.347413,55.0477,8.62311,POM,test,R2,2024-04-09T13:00:00+00:00,0,12.1723
000469,FAM-010,2.40967,5.20804,22.4843,2787.97,0.176897,-12.3037,34.2035,POM,test,R3,2024-02-19T16:00:00+00:00,1,34.4938
000470,FAM-027,1.62134,7.47952,23.7621,2435.67,0.340955,16.1507,30.0435,POM,test,R2,2024-06-05T08:00:00+00:00,0,10.3837
000471,FAM-035,2.43952,7.58997,41.0004,2888.51,0.32618,-0.786558,26.3285,PA66,cae,R1,2024-12-06T07:00:00+00:00,1,23.7298
000472,FAM-007,2.74663,7.27725,32.8231,2863.42,0.323429,-28.4118,45.245,PA66,test,R2,2024-05-17T03:00:00+00:00,1,29.5654
000473,FAM-032,2.58095,6.86693,20.056,2712.57,0.3344,38.7764,29.7687,PA66,test,R3,2024-05-01T06:00:00+00:00,0,21.9464
000474,FAM-031,2.0917,5.3663,23.8793,1281.82,0.173859,-12.9224,37.4472,PP,test,R1,2024-05-12T06:00:00+00:00,0,13.5492
000475,FAM-002,1.52735,5.50644,27.4316,2856.66,0.256324,-8.76769,15.0291,POM,test,R2,2024-03-02T15:00:00+00:00,0,17.9204
000476,FAM-038,2.32078,8.13495,37.4122,2520.7,0.213595,-22.9629,16.5585,PA66,test,R2,2024-01-27T21:00:00+00:00,0,14.5886
000477,FAM-018,3.44526,7.33963,26.1404,2713.42,0.213785,-29.3632,11.5244,POM,test,R1,2024-10-11T13:00:00+00:00,1,31.4555
000478,FAM-008,1.94091,8.403,31.3759,1375.39,0.266135,44.3184,48.9036,PP,test,R2,2024-10-14T10:00:00+00:00,0,8.3772
000479,FAM-015,2.44618,5.15528,26.0727,2886.89,0.272303,49.7247,46.9904,PA66,cae,R3,2024-05-15T18:00:00+00:00,1,35.0245
000480,FAM-004,3.21029,5.13136,36.7056,2623.87,0.330973,-20.803,23.5052,POM,cae,R3,2024-11-11T17:00:00+00:00,1,55.98
000481,FAM-039,2.03928,7.53523,26.9874,1478.33,0.310959,-3.24722,39.1626,PP,test,R1,2024-01-14T04:00:00+00:00,0,11.1458
000482,FAM-033,1.73626,8.58061,26.8904,2523.21,0.387248,68.5837,40.2596,PA66,test,R2,2024-05-15T20:00:00+00:00,0,8.6757
000483,FAM-014,1.9443,5.31446,26.4317,1361.94,0.252969,38.206,23.1717,PP,test,R1,2024-11-25T07:00:00+00:00,0,14.3755
000484,FAM-011,3.30545,6.61993,38.9797,2364.68,0.27655,22.6876,25.7864,POM,test,R3,2024-01-14T12:00:00+00:00,1,33.37
000485,FAM-011,3.41843,6.21556,45.4849,2496.44,0.423126,-12.9749,47.6489,POM,test,R3,2024-01-12T05:00:00+00:00,1,50.8477
000486,FAM-012,3.3938,6.56247,25.4315,2815.54,0.300146,34.151,34.5005,POM,test,R2,2024-02-01T12:00:00+00:00,1,31.7356
000487,FAM-025,3.46735,6.50737,35.3129,1516.74,0.343221,69.9624,30.1654,PP,test,R1,2024-05-29T12:00:00+00:00,1,26.4615
000488,FAM-013,2.07402,7.25412,33.565,2790.85,0.307394,44.7643,7.50487,PA66,test,R3,2024-04-07T08:00:00+00:00,0,15.4599
000489,FAM-030,2.22353,6.92521,31.081,2779.78,0.342279,42.4888,13.2207,PA66,test,R1,2024-04-29T16:00:00+00:00,0,18.2364
000490,FAM-037,2.13404,7.76517,39.7333,2852.28,0.186433,-17.0473,26.3341,POM,test,R2,2025-01-03T17:00:00+00:00,0,16.1876
000491,FAM-021,2.50911,8.50329,24.4838,2533.69,0.282742,24.7816,15.3229,POM,test,R2,2024-04-29T08:00:00+00:00,0,15.0724
000492,FAM-023,2.71904,5.44134,45.5676,2727.11,0.287313,8.57916,36.3141,PA66,cae,R1,2024-05-11T16:00:00+00:00,1,40.6436
000493,FAM-019,2.92497,7.81385,36.7289,1484.82,0.254803,42.8835,38.137,PP,cae,R1,2024-12-05T04:00:00+00:00,0,15.5859
000494,FAM-017,2.31281,7.07297,36.7281,2816.24,0.21415,64.8672,34.4349,PA66,test,R1,2024-04-19T07:00:00+00:00,1,18.5949
000495,FAM-018,3.62067,7.42252,26.4498,2396.86,0.376505,51.7591,32.7755,POM,test,R1,2024-10-29T14:00:00+00:00,1,28.4232
000496,FAM-023,2.7091,5.51202,42.2992,2747.44,0.444064,46.3668,21.8103,PA66,cae,R1,2024-05-07T10:00:00+00:00,1,37.9792
000497,FAM-035,2.76624,7.92404,42.9816,2568.13,0.27207,54.3892,10.3647,PA66,test,R1,2024-12-08T17:00:00+00:00,1,19.0857
000498,FAM-019,3.19806,8.296,34.4384,1400.81,0.195157,10.6433,35.7894,PP,test,R1,2024-12-21T23:00:00+00:00,0,15.8164
000499,FAM-037,2.30256,8.29249,43.3846,2351.31,0.352496,18.0109,35.6196,POM,test,R2,2025-01-02T23:00:00+00:00,0,17.3161
000500,FAM-029,1.90343,8.2835,43.0824,2557.33,0.447426,33.9775,15.1411,POM,test,R2,2024-04-09T16:00:00+00:00,0,14.437
000501,FAM-040,2.27555,6.41012,43.9679,2585.33,0.449867,-11.3646,44.7027,PA66,test,R2,2024-05-04T21:00:00+00:00,1,27.8754
000502,FAM-009,2.41202,6.06674,38.6579,1260.54,0.342481,38.2477,46.9695,PP,cae,R3,2024-12-08T04:00:00+00:00,0,17.1338
000503,FAM-002,1.79677,5.82161,26.5796,2707.6,0.355867,52.5948,46.8952,POM,test,R2,2024-03-01T19:00:00+00:00,0,18.7686
000504,FAM-002,1.75332,5.34977,30.2899,2437.34,0.332387,-11.9284,27.7586,POM,test,R2,2024-02-26T11:00:00+00:00,1,23.8967
000505,FAM-030,2.41628,6.84094,27.6239,2615.14,0.311605,54.7793,36.2275,PA66,test,R1,2024-04-20T04:00:00+00:00,0,20.1036
000506,FAM-040,2.55717,6.70954,44.5875,2561.38,0.438556,-17.2108,16.1167,PA66,cae,R2,2024-05-12T00:00:00+00:00,1,28.6103
000507,FAM-039,2.20182,7.54528,24.1258,1472.81,0.359906,35.9566,25.4472,PP,cae,R1,2024-01-18T04:00:00+00:00,0,12.3005
000508,FAM-003,1.40447,7.14621,40.4895,1411.9,0.191897,75.7645,32.5077,PP,test,R2,2024-11-16T07:00:00+00:00,0,5.92119
000509,FAM-032,2.69891,6.92557,22.552,2944.82,0.217568,63.4609,34.3255,PA66,test,R3,2024-05-07T13:00:00+00:00,0,18.3204
000510,FAM-033,1.74417,8.4464,31.0218,2635.17,0.441874,-2.34768,7.37435,PA66,test,R2,2024-05-14T12:00:00+00:00,0,13.7347
000511,FAM-010,2.53597,5.6933,22.3719,2370.18,0.316612,-21.7845,30.3887,POM,test,R3,2024-02-19T17:00:00+00:00,1,32.1884
000512,FAM-034,2.31997,8.62875,31.7666,2885.16,0.447962,74.1946,38.3026,PA66,test,R2,2024-02-01T02:00:00+00:00,0,17.5004
000513,FAM-009,2.45821,5.95317,34.4143,1442.73,0.30384,69.928,11.6069,PP,cae,R3,2024-11-22T09:00:00+00:00,0,19.0064
000514,FAM-006,1.8725,5.33131,32.2229,1377.81,0.422129,34.1649,40.8497,PP,test,R3,2024-06-29T08:00:00+00:00,0,17.2236
000515,FAM-025,3.61063,6.88318,36.229,1272.46,0.203648,-27.9598,21.4857,PP,test,R1,2024-05-27T07:00:00+00:00,1,25.3761
000516,FAM-028,3.31716,8.57392,38.5474,2985.42,0.217966,27.8256,49.3678,PA66,test,R2,2024-07-25T23:00:00+00:00,1,25.314
000517,FAM-009,2.20311,6.15901,34.8188,1447.47,0.162389,55.6289,40.8514,PP,cae,R3,2024-11-22T22:00:00+00:00,0,10.6011
000518,FAM-033,1.54658,8.7403,30.349,2867.49,0.421651,38.6398,33.7014,PA66,test,R2,2024-05-14T06:00:00+00:00,0,8.72676
000519,FAM-014,2.07291,5.39758,27.9994,1361.06,0.154448,47.1829,27.2643,PP,test,R1,2024-11-07T22:00:00+00:00,0,15.1476
000520,FAM-023,2.88541,5.87873,48.5249,2868.92,0.209061,17.9856,36.4682,PA66,cae,R1,2024-05-16T23:00:00+00:00,1,37.0721
000521,FAM-006,2.44613,5.08219,28.73,1418.35,0.306587,16.9506,24.905,PP,test,R3,2024-07-01T00:00:00+00:00,1,21.1034
000522,FAM-006,2.02707,5.40667,28.7418,1485.29,0.426218,52.7808,34.8195,PP,test,R3,2024-07-13T11:00:00+00:00,0,16.9225
000523,FAM-028,3.04337,8.80122,38.4652,2732.01,0.443267,29.2614,37.015,PA66,cae,R2,2024-07-21T11:00:00+00:00,1,24.6067
000524,FAM-025,3.47715,6.55595,36.1161,1454.02,0.180703,26.1354,34.626,PP,test,R1,2024-05-20T14:00:00+00:00,1,22.0602
000525,FAM-005,2.39986,7.44036,36.567,2528.6,0.386469,-2.39761,27.7747,PA66,test,R3,2024-01-23T02:00:00+00:00,0,20.5667
000526,FAM-037,2.18608,8.18643,43.1962,2754.26,0.327997,77.2778,36.748,POM,test,R2,2024-12-28T02:00:00+00:00,0,14.2909
000527,FAM-036,1.7646,7.71329,39.6164,1321.88,0.433759,-26.197,36.2272,PP,test,R1,2024-09-08T02:00:00+00:00,0,8.51103
000528,FAM-004,3.38811,5.09617,31.3026,2741.41,0.290081,75.2996,17.0591,POM,test,R3,2024-10-27T12:00:00+00:00,1,43.8147
000529,FAM-009,2.03212,5.65165,34.8522,1405.02,0.288484,-10.8932,31.353,PP,cae,R3,2024-12-05T12:00:00+00:00,0,18.5724
000530,FAM-024,3.37625,5.07947,25.2638,2824.3,0.325161,-18.3202,31.2916,POM,test,R2,2024-12-09T10:00:00+00:00,1,58.1924
000531,FAM-021,2.50641,8.57315,21.4936,2776.39,0.443151,-23.5605,6.16313,POM,test,R2,2024-05-07T23:00:00+00:00,0,18.4312
000532,FAM-008,1.84273,8.33473,36.2237,1539.95,0.313359,35.4007,43.4285,PP,cae,R2,2024-10-04T10:00:00+00:00,0,8.00093
000533,FAM-032,2.78977,6.86049,23.8265,2803.76,0.341813,-18.3143,25.6402,PA66,test,R3,2024-05-05T02:00:00+00:00,1,28.4734
000534,FAM-025,3.52259,6.56028,35.6745,1453.29,0.26395,38.669,33.7414,PP,cae,R1,2024-05-16T10:00:00+00:00,1,23.8834
000535,FAM-001,2.89632,6.75083,27.6315,2486.93,0.300991,-6.07746,16.0515,POM,test,R2,2024-09-29T09:00:00+00:00,1,29.1572
000536,FAM-002,1.56567,5.67176,30.4814,2630.3,0.231095,-3.35343,17.1368,POM,test,R2,2024-02-28T02:00:00+00:00,0,18.1369
000537,FAM-030,2.1344,7.16895,26.9619,2683.11,0.289732,58.6336,35.0551,PA66,test,R1,2024-04-20T14:00:00+00:00,0,20.4624
000538,FAM-035,2.36853,7.82338,44.6259,2965.09,0.27392,3.64745,42.2802,PA66,test,R1,2024-12-08T04:00:00+00:00,0,22.0415
000539,FAM-027,1.8429,7.10292,21.1023,2768.83,0.426034,-8.5842,11.9042,POM,test,R2,2024-06-06T17:00:00+00:00,0,15.6543
000540,FAM-031,2.25628,5.36685,27.421,1392.49,0.348239,70.9374,39.8571,PP,test,R1,2024-05-20T11:00:00+00:00,0,14.2698
000541,FAM-038,2.60011,7.24601,34.9269,2546.19,0.384863,24.3134,36.3892,PA66,test,R2,2024-01-21T18:00:00+00:00,0,21.3348
