specimen_id,group_id,thickness_mm,hole_diameter_mm,angle_deg,elastic_modulus_mpa,friction_coef,temperature_c,insertion_speed_mm_s,material_family,data_source,design_revision,measured_at,insertion_force_n,post_retention_force_n
000348,FAM-039,1.85255,7.3385,28.3952,2542.5,0.297391,-11.3333,23.5389,PA66,test,R3,2024-05-03T11:00:00+00:00,18.1917,14.5394
000349,FAM-016,2.01507,7.53948,35.5182,3005.52,0.361337,49.5954,25.9296,PA66,cae,R3,2024-06-12T20:00:00+00:00,16.1332,16.3023
000350,FAM-025,3.14159,7.77693,38.61,1362.11,0.173478,-8.52342,14.3726,PP,test,R3,2024-06-17T12:00:00+00:00,22.0403,13.2107
000351,FAM-032,3.71045,6.02459,19.8979,2522.44,0.377406,68.5914,41.5347,PA66,cae,R2,2024-02-20T14:00:00+00:00,42.0076,35.7865
000352,FAM-006,3.4208,8.09585,17.7234,2804.05,0.43855,-27.117,46.1302,PA66,cae,R2,2024-01-13T03:00:00+00:00,48.1285,33.0955
000353,FAM-004,2.95114,6.45454,22.8812,2827.25,0.175492,27.4197,45.9799,POM,test,R3,2024-12-13T08:00:00+00:00,26.6782,26.088
000354,FAM-018,1.40488,7.21151,18.74,2664.11,0.400835,5.21152,15.077,PA66,test,R2,2024-12-19T17:00:00+00:00,10.5285,11.0006
000355,FAM-038,2.62997,7.35443,33.1609,1397.62,0.429894,-5.24158,18.9833,PP,test,R1,2024-03-27T20:00:00+00:00,20.2688,17.7996
000356,FAM-001,2.93384,6.52986,34.4989,2617.32,0.217857,21.8763,12.228,PA66,cae,R3,2024-07-18T02:00:00+00:00,29.6006,28.3345
000357,FAM-020,2.67922,5.6635,47.4215,2370,0.307443,62.6221,18.8241,POM,cae,R1,2024-08-17T01:00:00+00:00,27.5282,28.8685
000358,FAM-022,2.20571,6.50008,35.5636,2565.11,0.428357,70.6805,19.9762,PA66,cae,R1,2024-12-19T16:00:00+00:00,16.1369,18.3311
000359,FAM-035,2.20468,5.45901,16.7022,2718.05,0.438068,3.35735,33.4898,POM,test,R1,2024-04-20T10:00:00+00:00,26.974,30.6938
000360,FAM-039,1.98813,7.21711,31.7489,3003.88,0.188365,-13.0332,13.5341,PA66,test,R3,2024-05-18T20:00:00+00:00,17.0696,16.4416
000361,FAM-039,2.09894,6.98965,29.3276,2600.25,0.254701,49.2154,46.3729,PA66,test,R3,2024-05-08T01:00:00+00:00,16.8555,17.325
000362,FAM-018,1.67157,7.15834,17.4895,2681.46,0.359443,34.0199,9.63948,PA66,test,R2,2025-01-02T08:00:00+00:00,10.4835,9.75334
000363,FAM-004,2.6564,6.04602,19.2664,2441.42,0.216468,-7.88822,5.30951,POM,test,R3,2024-12-04T00:00:00+00:00,17.9723,28.312
000364,FAM-023,3.42282,7.43419,25.1408,2535.04,0.247431,53.6325,43.4725,PA66,cae,R3,2024-10-13T17:00:00+00:00,29.1641,23.6319
000365,FAM-038,2.56271,7.79415,35.4999,1414.96,0.156987,27.0823,36.6696,PP,test,R1,2024-04-01T20:00:00+00:00,13.7316,14.3049
000366,FAM-004,2.61304,5.90563,22.3057,2703.96,0.196057,41.8735,20.9912,POM,test,R3,2024-12-18T03:00:00+00:00,19.8078,23.9145
000367,FAM-038,2.29019,7.56695,37.6683,1441.41,0.318699,9.52729,31.7975,PP,test,R1,2024-04-13T07:00:00+00:00,14.3907,13.0117
000368,FAM-002,2.50924,8.15808,27.681,2541.79,0.345927,18.3007,15.0595,POM,test,R2,2024-04-28T20:00:00+00:00,21.98,18.5797
000369,FAM-003,3.25771,8.05976,39.7116,2830.81,0.344674,-10.1624,12.5775,PA66,cae,R3,2025-01-03T00:00:00+00:00,36.0711,34.2108
000370,FAM-025,3.11856,7.26885,38.0126,1286.35,0.383508,53.2167,26.2017,PP,test,R3,2024-06-06T22:00:00+00:00,23.9265,19.0446
000371,FAM-012,3.63245,5.35029,37.9809,2420.24,0.274584,-12.7288,20.8935,POM,test,R2,2024-02-11T21:00:00+00:00,57.2788,57.3997
000372,FAM-038,2.52169,7.64101,34.8532,1520.9,0.232047,55.6133,32.6854,PP,test,R1,2024-04-06T03:00:00+00:00,14.8496,16.0882
000373,FAM-033,2.25033,8.18123,20.9348,2946.44,0.154674,57.7809,14.8167,PA66,test,R2,2024-04-25T03:00:00+00:00,10.9816,13.3108
000374,FAM-021,3.42279,7.53816,43.4863,1518.37,0.211989,52.1261,34.8317,PP,test,R1,2024-03-09T16:00:00+00:00,24.047,19.4155
000375,FAM-039,1.92175,7.0678,29.2253,3033.34,0.243716,-27.8635,39.5088,PA66,cae,R3,2024-05-15T00:00:00+00:00,20.0508,17.9923
000376,FAM-002,2.25807,8.07579,28.1521,2677.68,0.203462,0.0446534,12.4986,POM,cae,R2,2024-04-15T12:00:00+00:00,16.8246,16.2807
000377,FAM-037,1.82401,6.19334,38.571,2822.68,0.156043,21.5172,6.97362,POM,test,R1,2024-07-06T01:00:00+00:00,8.79719,13.6479
000378,FAM-006,3.51709,7.97347,17.0604,2753.35,0.197234,35.5099,24.7814,PA66,test,R2,2024-01-13T12:00:00+00:00,26.2661,23.142
000379,FAM-005,1.60935,7.89297,17.2563,2341.88,0.34983,71.1144,39.8311,POM,test,R3,2024-07-09T08:00:00+00:00,5.6817,8.46182
000380,FAM-006,3.29639,8.14312,17.6103,2555.04,0.338876,11.3167,34.2851,PA66,test,R2,2024-01-26T16:00:00+00:00,30.6737,22.85
000381,FAM-017,2.95565,6.47509,24.8802,1290.66,0.430705,66.2526,36.5847,PP,test,R1,2024-01-13T21:00:00+00:00,21.4917,16.0338
000382,FAM-016,2.0035,7.97248,33.2847,2573.4,0.38945,-12.0228,23.1278,PA66,cae,R3,2024-06-15T11:00:00+00:00,16.0493,19.6665
000383,FAM-002,2.26791,8.14889,31.2329,2522.89,0.320327,10.8409,15.5725,POM,test,R2,2024-04-28T15:00:00+00:00,17.5109,15.1171
000384,FAM-030,3.00349,6.57263,38.6081,2704.66,0.191267,-24.249,28.93,POM,cae,R1,2024-01-25T14:00:00+00:00,37.6761,30.3464
000385,FAM-022,2.19268,7.28458,36.9908,2962.76,0.319222,51.6738,14.1965,PA66,test,R1,2024-12-15T23:00:00+00:00,14.5,17.7431
000386,FAM-001,3.00998,6.75989,31.5712,2850.52,0.168479,-13.4282,37.6803,PA66,test,R3,2024-07-28T05:00:00+00:00,34.7913,28.6927
000387,FAM-037,1.84418,6.22345,37.5391,2416.15,0.279265,-1.7278,13.8635,POM,test,R1,2024-06-27T05:00:00+00:00,12.5915,18.196
000388,FAM-036,1.68516,5.77026,39.8312,2728.91,0.267078,55.2757,18.1068,POM,test,R3,2024-11-03T09:00:00+00:00,11.6193,16.8821
000389,FAM-006,3.50414,8.08826,13.5314,2718.69,0.278344,28.8188,27.7945,PA66,test,R2,2024-01-24T17:00:00+00:00,31.1657,25.4263
000390,FAM-031,3.27647,5.9014,29.4514,2527.28,0.233948,-28.463,26.9019,PA66,cae,R2,2024-09-01T20:00:00+00:00,43.7948,42.3619
000391,FAM-012,3.42346,4.82454,35.1295,2485.91,0.355749,-29.7541,32.0382,POM,test,R2,2024-02-20T06:00:00+00:00,69.8578,66.8404
000392,FAM-021,2.95974,7.85522,38.059,1352.57,0.402283,26.1727,24.685,PP,test,R1,2024-03-24T02:00:00+00:00,22.9515,18.3378
000393,FAM-013,2.71166,7.90716,30.0638,2673.58,0.380555,3.54511,46.3763,PA66,test,R1,2024-09-23T14:00:00+00:00,27.4477,23.8723
000394,FAM-030,2.80455,6.6896,44.9481,2762.17,0.338326,-10.1657,42.797,POM,test,R1,2024-01-23T14:00:00+00:00,43.1023,32.1703
000395,FAM-017,2.57108,6.71845,28.8346,1472.78,0.311503,37.4953,44.5601,PP,test,R1,2024-01-05T08:00:00+00:00,21.6408,14.9592
000396,FAM-012,3.29686,5.06231,36.6075,2701.69,0.159325,-4.87199,33.3282,POM,test,R2,2024-02-25T04:00:00+00:00,44.9585,54.4316
000397,FAM-039,2.09127,7.10003,28.0549,2597.84,0.36688,35.1428,33.5754,PA66,test,R3,2024-05-16T20:00:00+00:00,18.9761,17.023
000398,FAM-029,1.5486,5.06909,20.548,2760.07,0.313495,11.7193,32.4139,POM,test,R3,2024-11-08T20:00:00+00:00,14.7682,19.9097
000399,FAM-010,2.53007,5.51178,33.3961,2899.22,0.231222,-9.45792,24.5698,PA66,cae,R2,2024-09-02T17:00:00+00:00,31.2216,34.5809
000400,FAM-013,2.73078,8.00082,30.6518,2629.11,0.248353,-14.8085,19.4948,PA66,cae,R1,2024-09-23T13:00:00+00:00,23.4129,22.6649
000401,FAM-028,1.64415,6.31282,21.2842,2677.01,0.430682,-3.94533,31.6401,POM,test,R1,2024-10-24T06:00:00+00:00,15.8412,18.0217
000402,FAM-028,1.41856,6.26348,23.5699,2591.43,0.337309,-26.7185,6.14893,POM,test,R1,2024-10-31T09:00:00+00:00,8.44137,17.4157
000403,FAM-003,3.41649,7.78334,40.2996,2766.04,0.292774,3.89397,5.33554,PA66,test,R3,2024-12-20T01:00:00+00:00,29.9005,33.5567
000404,FAM-038,2.63826,7.56157,32.9647,1291.39,0.336277,69.215,43.3239,PP,test,R1,2024-03-28T05:00:00+00:00,14.9813,13.6237
000405,FAM-034,2.38486,6.09507,33.3153,1405.13,0.274123,61.4498,7.08908,PP,test,R1,2024-11-06T10:00:00+00:00,12.9149,12.9225
000406,FAM-022,1.98184,6.83722,40.5372,2575.96,0.291055,10.9204,28.6158,PA66,test,R1,2024-12-13T10:00:00+00:00,15.1402,15.7838
000407,FAM-001,3.17228,6.68727,36.2093,2611.98,0.237093,33.3417,32.6744,PA66,test,R3,2024-07-09T01:00:00+00:00,32.9137,30.0201
000408,FAM-010,2.4615,5.57995,32.9782,2594.23,0.281956,32.4097,13.9177,PA66,test,R2,2024-08-28T22:00:00+00:00,25.7755,25.5623
000409,FAM-006,3.21045,8.55837,18.0673,3054.3,0.355678,61.1611,45.3079,PA66,test,R2,2024-01-15T06:00:00+00:00,26.5153,21.311
000410,FAM-035,2.43547,4.96514,20.1567,2488.13,0.161983,-4.00809,13.5543,POM,cae,R1,2024-04-03T12:00:00+00:00,21.8617,33.811
000411,FAM-010,2.45545,5.71298,30.7939,2718.91,0.388508,2.60262,44.8032,PA66,test,R2,2024-08-24T11:00:00+00:00,34.137,31.1603
000412,FAM-036,1.96235,5.7469,39.0668,2507.48,0.234894,3.1964,39.3346,POM,test,R3,2024-10-17T11:00:00+00:00,19.5048,20.6408
000413,FAM-020,2.78992,5.50157,41.9294,2807.09,0.354768,-25.5043,15.8334,POM,test,R1,2024-08-23T20:00:00+00:00,47.121,48.7413
000414,FAM-005,1.73204,8.64406,18.214,2632.74,0.342818,4.61566,11.7835,POM,cae,R3,2024-07-20T17:00:00+00:00,8.06244,8.19555
000415,FAM-015,2.60787,7.9184,26.79,2817.96,0.345788,66.5705,19.2305,POM,cae,R3,2024-10-07T20:00:00+00:00,14.7488,16.3342
000416,FAM-017,2.79307,6.86979,23.8722,1343.98,0.332439,70.3186,22.9078,PP,test,R1,2024-01-20T09:00:00+00:00,13.8062,14.13
000417,FAM-023,3.01134,7.14885,24.9121,2584.31,0.437731,-17.9401,16.0603,PA66,test,R3,2024-10-05T06:00:00+00:00,34.4841,31.7839
000418,FAM-003,3.16958,7.80727,39.2467,2831.48,0.302503,20.3864,49.9501,PA66,test,R3,2025-01-03T10:00:00+00:00,36.7204,26.521
000419,FAM-040,2.81493,8.08518,34.4989,2713.5,0.369696,11.9484,15.3344,PA66,test,R1,2024-07-15T13:00:00+00:00,24.3493,25.7866
000420,FAM-037,1.49703,6.01718,38.676,2756.99,0.361635,23.8295,42.3786,POM,test,R1,2024-06-22T08:00:00+00:00,13.8496,16.182
000421,FAM-007,3.03641,6.49194,38.6595,1506.24,0.22088,31.0191,12.1603,PP,test,R1,2024-08-19T11:00:00+00:00,18.5793,22.5159
000422,FAM-024,3.47356,8.09967,44.2407,1392.32,0.234992,-27.7715,49.111,PP,test,R3,2024-10-24T03:00:00+00:00,33.4461,20.9004
000423,FAM-007,2.85929,6.39647,39.4911,1531.98,0.277205,62.6466,15.1486,PP,cae,R1,2024-08-21T14:00:00+00:00,20.0143,20.3841
000424,FAM-005,1.73881,8.16778,16.3002,2627.57,0.233309,77.103,23.976,POM,test,R3,2024-07-09T17:00:00+00:00,4.64003,10.2847
000425,FAM-025,2.91939,7.26682,39.6109,1335.86,0.260023,41.8745,30.1354,PP,test,R3,2024-06-14T12:00:00+00:00,21.7934,13.7445
000426,FAM-023,3.34061,7.33909,21.3096,2793.83,0.267288,42.6497,10.4129,PA66,test,R3,2024-10-05T20:00:00+00:00,23.1788,26.5443
000427,FAM-028,1.80922,6.32487,27.4846,2359.4,0.331159,28.0778,41.7569,POM,test,R1,2024-10-28T23:00:00+00:00,14.7649,16.2296
000428,FAM-015,2.30544,7.86699,24.985,2758.08,0.215967,6.77008,17.3608,POM,test,R3,2024-09-30T21:00:00+00:00,13.7129,14.7201
000429,FAM-025,3.1261,7.73191,39.7885,1288.4,0.391288,-13.6124,29.7171,PP,cae,R3,2024-06-21T02:00:00+00:00,29.3461,19.1005
000430,FAM-034,1.96024,5.95333,29.1602,1346.45,0.281261,34.247,29.7335,PP,cae,R1,2024-11-13T21:00:00+00:00,12.119,9.75078
000431,FAM-035,2.71846,5.31161,18.6578,2633.96,0.361873,-25.0564,32.1188,POM,test,R1,2024-04-17T08:00:00+00:00,39.1015,40.3015
000432,FAM-036,1.96934,6.1863,43.1742,2362.35,0.174433,60.6953,7.49687,POM,cae,R3,2024-11-05T10:00:00+00:00,8.94415,14.519
000433,FAM-025,3.02939,7.52057,38.9363,1282.21,0.29099,16.3003,12.5878,PP,test,R3,2024-06-21T09:00:00+00:00,22.6836,16.1078
000434,FAM-013,2.87406,8.04153,24.5571,2909.83,0.158466,15.623,12.2537,PA66,test,R1,2024-10-01T06:00:00+00:00,18.2363,23.0887
000435,FAM-010,2.1893,6.00184,32.1079,2560.2,0.352773,5.98879,18.5923,PA66,test,R2,2024-08-28T21:00:00+00:00,24.6518,22.5837
000436,FAM-007,3.19966,6.45952,35.5832,1393.58,0.253113,76.6289,11.5211,PP,test,R1,2024-08-12T15:00:00+00:00,15.4743,17.5651
000437,FAM-035,2.39051,5.10004,23.1258,2516.12,0.434776,-10.7591,46.4865,POM,test,R1,2024-04-17T23:00:00+00:00,38.5816,37.0429
000438,FAM-034,2.21031,6.02256,32.2009,1323.86,0.247237,-13.3561,28.083,PP,test,R1,2024-11-05T22:00:00+00:00,15.8857,13.4159
000439,FAM-018,1.55389,7.32534,18.0389,2625.72,0.319142,-11.7915,33.0609,PA66,test,R2,2024-12-29T10:00:00+00:00,12.919,10.2818
000440,FAM-035,2.35201,4.95225,22.6611,2736.97,0.227216,42.438,21.087,POM,cae,R1,2024-04-02T17:00:00+00:00,21.1205,30.7211
000441,FAM-033,2.25585,8.63815,22.3837,3052.86,0.336034,79.1085,17.4311,PA66,test,R2,2024-04-21T12:00:00+00:00,11.2572,11.7589
000442,FAM-008,3.11051,6.13447,26.8706,2412.89,0.290113,-4.09773,27.643,POM,cae,R2,2024-07-26T11:00:00+00:00,37.9818,35.3651
000443,FAM-009,1.85399,7.5078,19.4452,1528.71,0.261188,69.6179,18.2445,PP,test,R1,2024-03-03T17:00:00+00:00,8.01873,7.19142
000444,FAM-033,2.15033,8.65137,25.833,2853.07,0.211107,0.647822,20.4641,PA66,cae,R2,2024-04-25T16:00:00+00:00,14.7774,13.6209
000445,FAM-022,2.28603,7.00952,33.3295,2879.33,0.183456,41.269,25.3738,PA66,test,R1,2024-12-20T21:00:00+00:00,15.0603,20.0549
000446,FAM-028,1.52478,5.96289,19.8312,2709.16,0.185964,-25.5451,27.758,POM,test,R1,2024-10-21T18:00:00+00:00,10.9576,14.8509
000447,FAM-031,3.32398,6.21378,30.3207,2914.31,0.449712,24.5219,49.2941,PA66,test,R2,2024-09-02T14:00:00+00:00,52.4046,41.9926
000448,FAM-026,1.65409,7.34608,35.3007,2766.3,0.273693,42.0027,15.0495,POM,cae,R3,2024-06-29T22:00:00+00:00,7.79906,12.3355
000449,FAM-027,2.62258,7.23479,27.6964,2591.4,0.150579,28.9952,26.9589,POM,test,R3,2024-08-20T02:00:00+00:00,18.2234,15.2708
000450,FAM-023,3.64658,7.57899,19.2625,2818.68,0.435879,-3.83811,11.728,PA66,test,R3,2024-10-12T18:00:00+00:00,40.2857,33.9119
000451,FAM-028,1.45978,6.24766,21.8093,2508.39,0.155994,61.1347,20.75,POM,cae,R1,2024-10-28T09:00:00+00:00,6.03889,9.43712
000452,FAM-036,2.21333,6.11992,40.6833,2394.73,0.275576,76.715,37.279,POM,test,R3,2024-10-21T10:00:00+00:00,13.7064,16.5374
000453,FAM-017,2.75849,6.7036,27.7151,1446.1,0.365243,20.5116,12.8508,PP,cae,R1,2024-01-08T18:00:00+00:00,19.5163,15.3662
000454,FAM-013,2.9334,8.26407,26.8422,2538.82,0.42438,39.9511,31.1608,PA66,test,R1,2024-09-21T06:00:00+00:00,28.1589,18.9351
000455,FAM-021,3.02038,7.76893,45.5722,1337.18,0.363866,56.9455,23.7515,PP,test,R1,2024-03-14T21:00:00+00:00,20.8792,13.1564
000456,FAM-032,3.40244,6.63705,19.7018,2572.77,0.289088,-3.4362,7.32108,PA66,test,R2,2024-02-09T11:00:00+00:00,30.9855,35.2709
000457,FAM-015,2.35542,7.66266,22.6792,2439.18,0.442333,65.0895,46.9884,POM,test,R3,2024-10-18T08:00:00+00:00,14.8685,16.4412
000458,FAM-040,2.89821,8.16158,36.894,2877.69,0.161796,0.8221,23.6121,PA66,test,R1,2024-07-14T07:00:00+00:00,25.3187,25.0697
000459,FAM-034,2.4511,5.9218,32.7995,1435.97,0.446068,55.3414,40.2767,PP,test,R1,2024-11-11T10:00:00+00:00,18.4747,17.5986
000460,FAM-005,1.71555,8.06234,14.5773,2558.95,0.404817,-17.6691,23.7341,POM,test,R3,2024-07-12T22:00:00+00:00,11.4758,12.6502
000461,FAM-029,1.67186,4.82891,17.5815,2386.89,0.428679,1.72254,47.1812,POM,cae,R3,2024-11-09T02:00:00+00:00,20.1678,21.9016
000462,FAM-001,3.17158,6.86164,37.6356,2762.69,0.226432,28.6982,18.0712,PA66,cae,R3,2024-07-25T12:00:00+00:00,34.9422,28.1198
000463,FAM-030,3.00427,6.22649,45.0105,2523.43,0.192737,27.7414,23.5504,POM,test,R1,2024-01-09T20:00:00+00:00,28.949,30.623
000464,FAM-034,2.33912,5.97684,30.743,1461.73,0.348995,63.5474,39.1489,PP,test,R1,2024-11-15T11:00:00+00:00,18.042,13.1503
000465,FAM-039,2.06564,7.13251,27.8779,2844.25,0.304758,79.574,20.465,PA66,test,R3,2024-05-15T13:00:00+00:00,14.0788,19.0505
000466,FAM-013,2.74709,8.40935,28.565,2795.28,0.30695,-18.2068,21.3961,PA66,cae,R1,2024-10-03T08:00:00+00:00,25.4371,23.3514
000467,FAM-018,1.48829,7.17627,15.657,2792.71,0.427386,-0.147305,49.767,PA66,cae,R2,2025-01-04T03:00:00+00:00,12.3314,14.8033
000468,FAM-002,2.24753,8.46261,27.0802,2842.47,0.336024,9.3358,30.0027,POM,test,R2,2024-04-22T15:00:00+00:00,22.0115,15.9622
000469,FAM-024,3.04092,7.98061,44.0859,1471.76,0.243319,22.681,36.0221,PP,test,R3,2024-10-25T22:00:00+00:00,22.0626,19.6868
000470,FAM-011,2.27714,5.82238,21.8498,2798.31,0.27002,24.3301,33.9558,PA66,cae,R3,2024-11-05T12:00:00+00:00,25.4735,25.9545
000471,FAM-031,2.97701,6.00571,31.0881,2788.36,0.190049,64.1815,42.2566,PA66,cae,R2,2024-09-17T10:00:00+00:00,28.8207,25.247
000472,FAM-020,2.69733,5.36561,43.1985,2353.77,0.207694,54.7615,43.7821,POM,test,R1,2024-08-13T03:00:00+00:00,28.187,28.5465
000473,FAM-026,1.44593,7.41363,36.0788,2830.1,0.193005,-27.9263,30.3465,POM,cae,R3,2024-07-05T22:00:00+00:00,8.38286,11.4634
000474,FAM-034,2.05382,5.73702,33.7052,1349.37,0.393087,20.0524,18.255,PP,test,R1,2024-11-04T20:00:00+00:00,14.2621,12.294
000475,FAM-029,1.97671,5.18219,16.7214,2473.09,0.361462,37.9881,6.02601,POM,test,R3,2024-11-24T21:00:00+00:00,16.87,22.7135
000476,FAM-023,3.3417,7.44547,24.1534,3079.67,0.309104,20.6435,32.6481,PA66,cae,R3,2024-10-13T08:00:00+00:00,35.3198,30.8099
000477,FAM-023,3.49548,7.39295,22.8003,2922.47,0.26231,-15.629,42.1461,PA66,test,R3,2024-10-02T15:00:00+00:00,44.287,33.9385
000478,FAM-040,2.63103,8.51888,31.8805,2546.52,0.350548,13.7221,25.2743,PA66,test,R1,2024-07-21T10:00:00+00:00,23.2372,20.7013
000479,FAM-025,3.27257,7.38619,36.4489,1277.33,0.393872,15.2821,12.4118,PP,cae,R3,2024-06-21T05:00:00+00:00,27.1856,16.3647
000480,FAM-038,2.42981,7.37184,39.478,1267.14,0.41437,-9.35125,17.9637,PP,cae,R1,2024-03-29T04:00:00+00:00,18.2621,18.6763
000481,FAM-032,3.47853,6.43525,20.7581,2855.79,0.314105,53.1938,27.9495,PA66,test,R2,2024-02-09T09:00:00+00:00,37.1132,33.057
000482,FAM-027,2.78231,7.36892,31.7616,2377.21,0.395966,5.35407,42.6507,POM,test,R3,2024-08-24T13:00:00+00:00,32.3104,21.9863
000483,FAM-030,3.09356,6.84645,41.0508,2825.36,0.303392,34.7886,12.7289,POM,cae,R1,2024-01-18T02:00:00+00:00,30.9109,30.6976
000484,FAM-032,3.38903,6.65457,21.6533,3044.67,0.292359,26.7303,32.5467,PA66,test,R2,2024-02-11T16:00:00+00:00,40.0745,36.199
000485,FAM-021,2.92719,7.44902,47.0428,1412.9,0.40963,66.517,38.9016,PP,cae,R1,2024-03-13T10:00:00+00:00,21.3696,15.8498
000486,FAM-031,2.94069,6.01171,26.5585,2865.32,0.265912,-16.5784,47.1221,PA66,test,R2,2024-09-17T21:00:00+00:00,40.2805,33.1379
000487,FAM-035,2.5156,4.98827,16.5076,2491.79,0.268774,-17.4311,10.2517,POM,test,R1,2024-04-02T06:00:00+00:00,26.6047,36.153
000488,FAM-022,2.19327,7.11617,38.5644,2555.82,0.241473,3.03516,46.6876,PA66,test,R1,2024-12-07T01:00:00+00:00,19.3023,18.6258
000489,FAM-005,1.62907,8.90053,14.0277,2723.48,0.305611,17.4336,32.066,POM,cae,R3,2024-07-09T07:00:00+00:00,7.19073,6.40613
000490,FAM-039,2.1739,7.30142,27.9214,2577,0.313455,2.83965,39.5016,PA66,cae,R3,2024-05-01T23:00:00+00:00,20.8189,19.5538
000491,FAM-004,2.8776,6.36609,18.8374,2384.49,0.348138,53.9506,7.41986,POM,test,R3,2024-12-03T07:00:00+00:00,18.0263,24.221
000492,FAM-026,2.23422,7.11575,37.043,2501.84,0.279151,-3.02076,27.7767,POM,test,R3,2024-06-22T16:00:00+00:00,21.9596,19.1603
000493,FAM-035,2.45272,4.87117,18.4021,2346.48,0.215351,-20.6748,33.0183,POM,cae,R1,2024-04-03T20:00:00+00:00,30.196,34.5061
000494,FAM-019,3.42306,5.43864,18.1803,2763.06,0.410053,15.518,18.8075,PA66,test,R2,2024-03-17T06:00:00+00:00,49.9122,49.7989
000495,FAM-003,3.27079,7.58248,40.3202,2916.3,0.2538,55.0717,24.4243,PA66,test,R3,2024-12-18T15:00:00+00:00,29.7087,27.6264
000496,FAM-038,2.59585,7.35827,34.5673,1484.38,0.426883,63.5618,29.9434,PP,cae,R1,2024-04-04T04:00:00+00:00,17.2907,14.9954
000497,FAM-034,2.13223,6.28023,30.9764,1429.21,0.212206,50.6679,29.8647,PP,cae,R1,2024-11-12T08:00:00+00:00,13.7952,12.0394
000498,FAM-014,3.01746,7.71398,25.7359,2994.25,0.318017,31.3675,6.88377,PA66,cae,R2,2024-03-04T07:00:00+00:00,21.6694,24.0506
000499,FAM-035,2.50807,5.30915,17.4456,2551.38,0.310985,49.6611,24.7767,POM,test,R1,2024-04-14T16:00:00+00:00,22.2274,27.9901
000500,FAM-001,3.1962,6.6868,34.0843,2995.31,0.398594,44.9528,14.6218,PA66,test,R3,2024-07-16T21:00:00+00:00,40.0052,34.4348
000501,FAM-032,3.44106,6.59954,21.3085,2803.63,0.191655,-4.21967,46.2513,PA66,cae,R2,2024-02-26T06:00:00+00:00,40.2877,34.3666
000502,FAM-040,2.64667,8.3285,33.0202,2644.9,0.422981,30.5835,48.9461,PA66,test,R1,2024-07-13T06:00:00+00:00,28.5589,23.3435
000503,FAM-026,1.68524,7.20785,35.964,2830.96,0.309428,54.767,18.4841,POM,test,R3,2024-06-21T19:00:00+00:00,8.12507,15.0333
000504,FAM-003,3.00313,7.9072,39.3808,2673.98,0.325833,4.88327,12.8833,PA66,cae,R3,2025-01-02T11:00:00+00:00,29.9614,29.115
000505,FAM-037,1.4947,6.13517,36.4441,2353.62,0.30305,41.937,14.8777,POM,test,R1,2024-06-18T12:00:00+00:00,10.6299,13.1813
000506,FAM-016,1.9709,8.05449,35.2906,2655.9,0.160807,22.9628,26.4989,PA66,cae,R3,2024-06-04T16:00:00+00:00,11.4708,12.3818
000507,FAM-019,3.32402,5.27781,21.4121,2725.35,0.299127,25.3475,44.3528,PA66,test,R2,2024-03-04T03:00:00+00:00,46.6619,44.3375
000508,FAM-003,3.21518,7.40551,38.4919,2716.76,0.229065,-20.0939,27.5016,PA66,cae,R3,2024-12-16T20:00:00+00:00,36.4719,32.2221
000509,FAM-025,2.7177,7.48656,39.3329,1406.91,0.252806,43.2839,7.49264,PP,test,R3,2024-06-08T08:00:00+00:00,16.8994,12.416
000510,FAM-033,2.12304,8.42491,23.6995,3014.55,0.34473,65.2256,6.79485,PA66,test,R2,2024-04-26T15:00:00+00:00,9.05432,12.6752
000511,FAM-020,2.73891,5.20089,44.5879,2492.02,0.299309,-14.4426,15.2326,POM,cae,R1,2024-08-18T10:00:00+00:00,39.4857,40.324
000512,FAM-009,2.07063,7.72309,22.9697,1405.82,0.177965,10.2716,42.9247,PP,test,R1,2024-02-25T18:00:00+00:00,8.18564,6.70831
000513,FAM-020,2.54476,5.46887,44.8742,2516.87,0.171912,-24.6466,32.9666,POM,cae,R1,2024-08-23T14:00:00+00:00,35.4666,33.6423
000514,FAM-030,2.8075,6.31567,38.5312,2767.32,0.205697,-26.7405,30.3331,POM,test,R1,2024-01-08T04:00:00+00:00,37.1153,31.8647
000515,FAM-011,2.49747,5.61661,20.4774,2608.26,0.207266,78.8624,19.3536,PA66,cae,R3,2024-11-15T04:00:00+00:00,17.9574,18.0681
000516,FAM-004,2.96223,6.33092,22.4749,2393.83,0.33249,24.2819,46.8241,POM,cae,R3,2024-12-19T21:00:00+00:00,30.4841,28.3505
000517,FAM-028,1.6721,6.29321,22.7241,2601.56,0.203344,9.10709,19.903,POM,test,R1,2024-10-23T12:00:00+00:00,12.0455,13.0783
000518,FAM-004,2.91192,6.01873,22.0005,2689.38,0.414516,0.236478,42.5725,POM,test,R3,2024-12-12T06:00:00+00:00,40.3618,38.8228
000519,FAM-036,1.92843,6.15723,39.3182,2753.67,0.212928,77.8014,45.3157,POM,test,R3,2024-10-19T03:00:00+00:00,11.2518,14.8119
000520,FAM-030,2.98274,6.95135,39.107,2646.6,0.177339,-2.25241,26.7501,POM,cae,R1,2024-01-11T03:00:00+00:00,28.7094,27.0985
000521,FAM-003,3.09577,7.95647,39.7029,2953.36,0.412724,49.8279,45.243,PA66,cae,R3,2025-01-02T22:00:00+00:00,34.5783,29.213
